Node,SIR_Score,Betweenness,Closeness,K-Shell,PageRank,Eigenvector,Katz,VoteRank
50,13.372,2.0826110747568187e-05,0.40122199592668023,13,0.003068016794450569,0.010646579946228524,0.06514136676663487,0
51,22.748,0.0009265110904378146,0.4264069264069264,17,0.005743456242436626,0.018652580093040584,0.07040667517383385,84
52,25.767,0.0019462859483345765,0.4735576923076923,17,0.006189024819905442,0.026571690165952632,0.07156910050239466,110
53,19.386,0.0018728340070222808,0.45496535796766746,15,0.004270081896875166,0.019128863283291813,0.06731312672350646,83
58,16.583,0.0002913070227695092,0.44772727272727275,15,0.0035347032752371106,0.018105107888167465,0.06631199855809193,10
60,30.317,0.00871158470086108,0.5025510204081632,17,0.007885130148487107,0.035207584816710276,0.0747390797938694,129
61,27.681,0.013787536022418759,0.4912718204488778,17,0.006676095058376499,0.035276358075680345,0.07243110081496947,100
64,14.842,0.00014814287568537426,0.39878542510121456,15,0.003563580328646759,0.011197987465544255,0.06613306821539473,7
65,17.097,0.00033583060974862644,0.4518348623853211,15,0.0037241370359502365,0.018913641550025537,0.06669131220365611,28
66,29.041,0.006224061142076403,0.5012722646310432,17,0.007816231046351076,0.03298378192310319,0.07470253479951695,132
68,24.619,0.0029182691238995367,0.48402948402948404,17,0.006179736952160134,0.02614035761248889,0.07162741575873419,95
69,17.804,0.0006339349433472494,0.44874715261959,15,0.003732113893830521,0.018337300259563066,0.06663734044679426,62
72,13.674,0.002350857071116655,0.4457013574660634,11,0.003014026420797956,0.013349005001532695,0.06488976579494478,0
156,20.425,0.000898101844151171,0.4528735632183908,17,0.004491945309951099,0.021699242543506088,0.06848911211567527,31
181,5.101,0.0007302752734722028,0.3511586452762923,4,0.002390434566678136,0.00243506224730334,0.06243890995659916,21
190,2.757,0.0002581352958045422,0.343804537521815,3,0.001661582769515048,0.0011673927291570249,0.06142521547286713,0
196,3.432,0.0,0.341421143847487,2,0.0011330323848808834,0.0013434433223533115,0.06112202398668306,0
38,22.633,0.00263534984718929,0.4613583138173302,17,0.005890345507399434,0.024654284151770213,0.07084394705209326,106
39,15.435,0.0001602956795576719,0.40286298568507156,17,0.004137270861716639,0.012299524717824653,0.06719996235624018,26
40,14.79,9.981197453309636e-05,0.38703339882121807,17,0.0041289015604311285,0.011058646003802554,0.06716359529054064,6
41,22.388,0.005104995836933991,0.4528735632183908,17,0.005074651451412362,0.020594694880277493,0.06875788632305724,68
43,20.613,0.0008988375406448651,0.4053497942386831,17,0.004831313764453292,0.013314952524601771,0.0682158691078386,64
44,17.753,0.00040226109438616653,0.40702479338842973,17,0.004817935350140105,0.015478714725528881,0.06865391240308563,34
45,19.678,0.0004723820960820867,0.4078674948240166,17,0.005009985575279516,0.01597776033173115,0.06899009264917898,78
46,21.802,0.0018846848169713258,0.43973214285714285,17,0.004959895901614796,0.018108742971382725,0.0690408062492498,70
47,23.055,0.029551573985547523,0.47815533980582525,17,0.006109507470249758,0.026142247016583405,0.07140194800626166,119
57,17.22,0.0004928925239401196,0.44269662921348313,15,0.003738405550859013,0.01859228781244785,0.06665944198368218,50
59,23.49,0.0012905065998143343,0.4592074592074592,15,0.004146704131369155,0.025376910991579533,0.06778259710487132,73
63,18.715,0.0007321494147682746,0.4457013574660634,15,0.003966423780239988,0.01807882164191876,0.06702638024279652,53
71,16.594,0.013307440728169804,0.4264069264069264,16,0.005206784203988284,0.013078157302487573,0.0674240940830613,91
73,23.479,0.0013488776772888073,0.4724220623501199,17,0.005060895850063274,0.023716515556151573,0.06958212675483885,0
49,2.224,0.0,0.3379073756432247,1,0.0009307775802971355,0.0010618581547317868,0.060781106727924285,0
185,10.246,0.0,0.42094017094017094,7,0.0019765900530918845,0.009846739117317541,0.06302648709918317,18
186,9.183,0.0,0.42094017094017094,7,0.0019765900530918845,0.009846739117317541,0.06302648709918317,0
129,18.976,0.0026273947594174568,0.4264069264069264,15,0.0038511940001656132,0.027918283723534557,0.06712062692819791,94
136,21.655,0.0035171158781171154,0.47815533980582525,15,0.003721756928502996,0.031097531130331348,0.06725317300914944,80
82,26.191,0.0048176220375977605,0.4657210401891253,16,0.004217222347488474,0.040223170935661426,0.06880499747904384,41
99,20.447,0.0,0.4087136929460581,13,0.0025939816000067153,0.027679783047747517,0.06529535706833253,0
151,4.753,5.524687573772908e-05,0.4095634095634096,2,0.0010428924979869365,0.0065819956281477415,0.06124233858987183,0
194,25.287,0.00027490072645131795,0.44469525959367945,17,0.0033215545008241343,0.040961958756342176,0.06719086063355836,33
197,2.428,0.0,0.3474426807760141,1,0.0009286605642210087,0.0014396329561343628,0.06079572296382994,0
182,2.045,0.0019049229460079207,0.30974842767295596,3,0.00290926363433682,0.0004720828265294189,0.06197208696264441,55
77,1.178,0.0,0.2176795580110497,2,0.0023442836203032974,3.541388402643463e-06,0.061011806372336164,0
163,6.265,0.01015228426395939,0.39087301587301587,3,0.0022184828183068996,0.009812053099806012,0.06193856254891356,25
198,1.915,0.0,0.3035439137134052,1,0.0009602361588423943,0.0008302864598019743,0.06072747974010172,0
175,8.589,0.01015228426395939,0.36891385767790263,8,0.002904071313743014,0.01284697922131127,0.06356258586114508,40
162,1.474,0.0,0.2814285714285714,1,0.0012289889579829027,0.00024520720197369704,0.060706717176159525,0
195,1.56,0.0,0.26986301369863014,1,0.0010318279889472608,0.00032104032103415816,0.06071483728788443,0
