Node_ID,Eigenvector
266,0.02782014950988809
53,0.02781781226152999
200,0.027811857816180965
59,0.027780163426484976
412,0.027767769204807842
123,0.02775631678135499
137,0.027736487998948164
64,0.02769705401177645
84,0.027696630406429158
134,0.027696213316338716
87,0.027696213232629822
131,0.02769621323175368
81,0.0276962132317535
349,0.02754163838714603
96,0.02745801583268345
268,0.026964183679495744
95,0.026850004375141238
292,0.0268411050644879
153,0.02678606844671625
364,0.02671822340848237
308,0.026702747658385168
182,0.026477860239548415
339,0.026403422602691674
252,0.02617426050728916
23,0.026157966128487573
251,0.026150587196689962
299,0.026119123960628036
301,0.02607926363633674
267,0.02597645397476141
404,0.02595565144321108
414,0.025945253804968853
128,0.02592802469544549
241,0.025789371666030684
199,0.025746087373584303
209,0.025712194570947897
424,0.025668348831327483
247,0.02556707251208183
287,0.0255092103941646
101,0.02531419710661817
248,0.025303411818739026
243,0.025291609098184026
9,0.02521039536727275
245,0.025178490391085356
282,0.02510094600237297
283,0.02510094600237297
183,0.025072381544716277
390,0.02501684010669449
389,0.02501684010669449
112,0.024870627659443874
393,0.024590751191321113
125,0.02332604873550567
94,0.023143745184075897
15,0.023023455482301964
410,0.022980854302172688
175,0.022915483083210182
376,0.02286644353057792
406,0.022732771253430106
5,0.022679074987990894
429,0.022439062805704332
337,0.022367962561005005
189,0.02225389322814132
239,0.022142020030016214
197,0.022045152792719062
353,0.02196938368571643
270,0.0218051623137881
409,0.02175182184938562
408,0.02175182184938562
238,0.021705714061855827
86,0.02163441802578959
139,0.021624993465513845
89,0.021623460110963066
135,0.021623460091156812
83,0.021623460087936083
133,0.02162346008793604
163,0.021600217021331525
127,0.02143185027938367
426,0.021413507145067654
427,0.021413507145067654
138,0.021339628913149018
109,0.021263520694658696
39,0.020821591715246623
143,0.020735902329904094
105,0.020579151283070526
118,0.02050598450000156
85,0.020281755538461177
136,0.02028174187678054
88,0.020281739654330007
132,0.02028173965430128
82,0.020281739654296617
124,0.02016021502635049
343,0.020003791104425028
356,0.019965228821764026
129,0.019921422936686646
51,0.01982952052127219
323,0.019769948430055414
394,0.019685759351967813
341,0.019560353682041363
313,0.019536540452288927
334,0.019528842726249246
316,0.019515516022032307
320,0.019515516022032307
119,0.01946818431631852
48,0.019343650327323055
399,0.01930583054967434
361,0.019220228151101103
219,0.019201120630473394
97,0.019187668215964068
154,0.01910240592567313
338,0.01908786127968586
367,0.01903354159955192
336,0.01893444514364931
324,0.018835672976057625
342,0.018827704467010813
321,0.018825999777431664
317,0.018825999777431664
318,0.018825999777431664
322,0.018825999777431664
431,0.018751046273395803
430,0.018751046273395803
242,0.01868114005798472
151,0.018472903183425753
186,0.018083668896753367
99,0.018016849255069568
309,0.018016688025581633
224,0.01801515493584326
398,0.017935954199304622
228,0.01790720024341843
152,0.017870450644990304
227,0.017729586211784304
432,0.01757069831673694
433,0.01757069831673694
415,0.017491081051709524
400,0.01746176707464361
194,0.017430889510552005
392,0.017375570135818696
397,0.0173549455082384
396,0.0173549455082384
107,0.017171374708476867
372,0.01716074642739556
235,0.01714838675259907
148,0.017103026833056034
150,0.017103026833056034
395,0.01703614318120335
272,0.01691092541957735
419,0.01683054579887178
274,0.016791939943343125
100,0.016776232387295923
170,0.016646158594458154
98,0.016452044493658037
149,0.016448499483586752
302,0.016430218243871617
192,0.016420312169005243
229,0.0163713313600781
403,0.0163111933708936
144,0.01625617254167048
146,0.01625617254167048
58,0.01607638998311046
215,0.01599890693848894
269,0.015846838617453753
402,0.015706743184630306
401,0.015706743184630306
420,0.01568179928446918
422,0.01568179928446918
147,0.01568179928446918
423,0.01568179928446918
421,0.01568179928446918
145,0.01568179928446918
418,0.015634536353130973
417,0.015634536353130973
416,0.015634536353130973
382,0.01558304268674017
378,0.015418887972933462
250,0.015247068389705168
296,0.01512645624510886
271,0.015048196523044599
411,0.015031928637301678
22,0.015016636327223085
21,0.015016636327223085
328,0.014601750948366679
258,0.01449679800100929
362,0.014225447214308344
261,0.014209044883062027
260,0.014208987115142116
262,0.014208986510601637
257,0.01420898651048042
259,0.014208986510479148
25,0.01412222225481795
264,0.014062317919837865
218,0.013922857218602766
437,0.013854287816529032
438,0.013854287816529032
156,0.013620541102948242
38,0.013610496007187755
37,0.013610496007187755
440,0.01333954842311553
214,0.012920270512401043
202,0.012830830973691785
180,0.012745456277555023
358,0.012549262041676924
203,0.012534561641669802
115,0.012047852214966903
195,0.011768036767629981
368,0.011664497267544201
288,0.01155884135059469
289,0.01155884135059469
233,0.011538235407968327
255,0.011097199991537698
373,0.011030581164363349
234,0.011021850247080585
370,0.010996193830603417
305,0.010971078992451004
201,0.010952252567664177
380,0.01057145292811403
377,0.010565203194915567
355,0.010214234796959838
306,0.01001588804064503
381,0.010000695629760551
379,0.010000458042196476
164,0.0094316558565109
276,0.009375714151310777
280,0.008067899133019921
157,0.00797577158839992
158,0.007679672892584198
190,0.007657894321801524
28,0.00749242615662471
439,0.007308134798951401
369,0.007018597073525564
447,0.0069940536152354295
448,0.0069940536152354295
26,0.006832561638178433
61,0.006406268109164399
256,0.006093807969811158
359,0.006030729693407492
360,0.006030729693407492
291,0.00602696254391005
354,0.005316953001163503
385,0.00523166480812521
449,0.00518073846941183
375,0.005051364431560993
374,0.005051364431560993
436,0.004433522782665414
47,0.004382630266749321
75,0.004326819017136575
46,0.004305591023171766
20,0.004304233657229263
74,0.004303468922293099
50,0.004302691607299386
435,0.004272568020451695
217,0.0042586021436423075
216,0.0042586021436423075
434,0.004252757862288584
44,0.004226177782064538
208,0.003950978657496321
444,0.003757741476907506
443,0.0037525091735135284
442,0.003671907823291018
441,0.003671907823291018
240,0.00335768165369587
273,0.003248785886359628
36,0.0028660674177131873
110,0.0021743418713480855
387,0.0018292900182887348
446,0.0016106597939073179
450,0.001608573964512887
451,0.001608573964512887
445,0.0010557033992782564
304,0.0008634732663633008
108,0.000653778917091507
76,0.0003675750122735761
77,0.00034653587621122513
160,0.0003174719132606421
162,0.0003174719132606421
161,0.0003174719132606421
42,0.00019592481585922023
78,0.00019500332170896883
80,0.00018927721921886153
79,0.00018924347925825427
43,0.0001885730144790077
41,0.00018217361889958847
45,0.0001813972680840052
73,0.00017472510288734844
453,0.0001428534565604524
279,3.6209119555696545e-05
303,3.2826309833600894e-05
452,2.4853371057487007e-05
